ISSN,TITLE,TOT_DEGREE,TOT_ART
1553-734X,PLoS Computational Biology,6,0
1367-4803,BIOINFORMATICS,112,0
1752-0509,BMC Systems Biology,2,0
1471-2105,BMC BIOINFORMATICS,27,0
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY,5,0
1748-7188,Algorithms for Molecular Biology,0,0
1465-4644,BIOSTATISTICS,166,434
1176-9343,Evolutionary Bioinformatics,0,0
1662-5188,Frontiers in Computational Neuroscience,1,0
0022-5193,JOURNAL OF THEORETICAL BIOLOGY,5,0
0277-6715,STATISTICS IN MEDICINE,263,0
0929-5313,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0,0
1093-3263,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,0,0
0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,0,0
0006-3444,BIOMETRIKA,251,0
0140-0118,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0,0
0962-2802,STATISTICAL METHODS IN MEDICAL RESEARCH,27,0
0006-341X,BIOMETRICS,379,0
1751-8849,IET Systems Biology,1,0
1089-7771,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,0,0
1793-5245,International Journal of Biomathematics,0,0
1742-4682,Theoretical Biology and Medical Modelling,1,0
1066-5277,JOURNAL OF COMPUTATIONAL BIOLOGY,10,0
0025-5564,MATHEMATICAL BIOSCIENCES,6,0
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0,0
0323-3847,BIOMETRICAL JOURNAL,33,0
1477-8599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,0,0
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,0,0
1574-8936,Current Bioinformatics,0,0
1748-670X,Computational and Mathematical Methods in Medicine,0,0
1085-7117,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,4,0
0973-5348,Mathematical Modelling of Natural Phenomena,0,0
1748-5673,International Journal of Data Mining and Bioinformatics,0,0
1938-7989,Statistics and Its Interface,5,0
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0,0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,0,0
1868-1743,Molecular Informatics,0,0
1467-5463,BRIEFINGS IN BIOINFORMATICS,4,0
1758-0463,Database-The Journal of Biological Databases and Curation,1,0
0303-2647,BIOSYSTEMS,1,0
0001-5342,ACTA BIOTHEORETICA,0,0
2194-573X,International Journal of Biostatistics,7,0
1547-1063,Mathematical Biosciences and Engineering,0,0
1431-7613,THEORY IN BIOSCIENCES,0,0
1946-6315,Statistics in Biopharmaceutical Research,2,0
0385-4035,Hokkaido Mathematical Journal,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0
1756-0381,BioData Mining,0,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,5,0
0219-7200,Journal of Bioinformatics and Computational Biology,0,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0,0
1759-2879,Research Synthesis Methods,1,0
1662-5196,Frontiers in Neuroinformatics,1,0
2041-1480,Journal of Biomedical Semantics,0,0
1751-3758,Journal of Biological Dynamics,1,0
1687-5265,Computational Intelligence and Neuroscience,0,0
0741-0395,GENETIC EPIDEMIOLOGY,44,0
1474-760X,GENOME BIOLOGY,19,0
0032-0889,PLANT PHYSIOLOGY,1,0
0090-5364,ANNALS OF STATISTICS,166,0
1087-2418,CURRENT OPINION IN ORGAN TRANSPLANTATION,1,0
1932-6203,PLOS ONE,34,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,54,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,137,0
1600-6135,AMERICAN JOURNAL OF TRANSPLANTATION,1,0
1465-6906,GENOME BIOLOGY,15,0
1555-9041,CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,1,0
1088-9051,GENOME RESEARCH,18,0
0305-1048,NUCLEIC ACIDS RESEARCH,22,0
0041-1345,TRANSPLANTATION PROCEEDINGS,1,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,37,0
1544-6115,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,16,0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,31,0
0375-9393,MINERVA ANESTESIOLOGICA,1,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,371,0
0964-1998,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,13,0
0883-4237,STATISTICAL SCIENCE,39,0
1044-3983,EPIDEMIOLOGY,49,0
0022-0663,JOURNAL OF EDUCATIONAL PSYCHOLOGY,1,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,39,0
0167-7152,STATISTICS & PROBABILITY LETTERS,10,0
1049-5258,ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12,3,0
1553-7404,PLOS GENETICS,7,0
1931-6690,BAYESIAN ANALYSIS,15,0
1471-0056,NATURE REVIEWS GENETICS,11,0
1932-6157,ANNALS OF APPLIED STATISTICS,54,0
0016-6731,GENETICS,10,0
1467-7881,OBESITY REVIEWS,1,0
0022-2275,JOURNAL OF LIPID RESEARCH,1,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,40,0
0002-9165,AMERICAN JOURNAL OF CLINICAL NUTRITION,3,0
